"","chunk_vid_id","chunk_vid_duration","chunk_vid_dimention","chunk_vid_definition","chunk_vid_caption","chunk_vid_licensedContent","chunk_vid_projection"
"24886","5ca_JBwLY0A","PT14M8S","2d","hd",FALSE,TRUE,"rectangular"
"24887","zItad5Tz_R0","PT25M50S","2d","hd",FALSE,TRUE,"rectangular"
"24888","jxluNm5IPuE","PT13S","2d","hd",FALSE,FALSE,"rectangular"
"24889","O8rfLiLHZek","PT9M8S","2d","hd",FALSE,TRUE,"rectangular"
"24890","#NAME?","PT8M25S","2d","hd",FALSE,TRUE,"rectangular"
"24891","V9IXwTLbo7M","PT1M55S","2d","hd",FALSE,TRUE,"rectangular"
"24892","MUCWtMHpfRw","PT26M51S","2d","hd",FALSE,TRUE,"rectangular"
"24893","uU7gYOuZ3Tg","PT9M53S","2d","hd",FALSE,TRUE,"rectangular"
"24894","rU9Vcm2sKlU","PT7M28S","2d","hd",FALSE,TRUE,"rectangular"
"24895","fMO22T-5tR8","PT5M3S","2d","hd",FALSE,TRUE,"rectangular"
"24896","LNTaEbegTzM","PT1M24S","2d","hd",FALSE,FALSE,"rectangular"
"24897","m4jai4yq1Gs","PT11S","2d","hd",FALSE,FALSE,"rectangular"
"24898","QWsrThd4uiA","PT11M30S","2d","hd",FALSE,TRUE,"rectangular"
"24899","_WS_w3bIvlo","PT9M26S","2d","hd",FALSE,TRUE,"rectangular"
"24900","OHbKGR7N1iI","PT17M7S","2d","hd",FALSE,TRUE,"rectangular"
"24901","yZuP0Fwu9lY","PT15M19S","2d","hd",TRUE,TRUE,"rectangular"
"24902","G5kzUpWAusI","PT2M17S","2d","hd",FALSE,TRUE,"rectangular"
"24903","4cJpiOPKH14","PT2M50S","2d","hd",TRUE,TRUE,"rectangular"
"24904","xyy9rqkEwc0","PT1M","2d","hd",FALSE,TRUE,"rectangular"
"24905","HA1srD2DwaI","PT4M5S","2d","hd",FALSE,FALSE,"rectangular"
"24906","zWEqZDPqRjI","PT7M37S","2d","hd",FALSE,TRUE,"rectangular"
"24907","lnBn7fKrvGw","PT4M26S","2d","hd",FALSE,TRUE,"rectangular"
"24908","Htr175vTQkA","PT9M37S","2d","hd",FALSE,TRUE,"rectangular"
"24909","yzXT8-f9-rg","PT8M6S","2d","hd",FALSE,TRUE,"rectangular"
"24910","RsdGGeDWl_Q","PT27M39S","2d","hd",FALSE,TRUE,"rectangular"
"24911","55FSKz9ZCB4","PT2M18S","2d","hd",TRUE,FALSE,"rectangular"
"24912","#NAME?","PT2M39S","2d","hd",TRUE,FALSE,"rectangular"
"24913","WZ2v5eMlcrY","PT1M6S","2d","hd",FALSE,TRUE,"rectangular"
"24914","WU0gvPcc3jQ","PT10M57S","2d","hd",TRUE,FALSE,"rectangular"
"24915","bJdiWh6Qvj4","PT8M38S","2d","hd",FALSE,TRUE,"rectangular"
"24916","mjME8KGYAks","PT1M","2d","hd",FALSE,FALSE,"rectangular"
"24917","dhwvev7Tdp0","PT3M13S","2d","hd",FALSE,FALSE,"rectangular"
"24918","CTTjESBIxlk","PT35M38S","2d","hd",TRUE,TRUE,"rectangular"
"24919","yxfCbV21ck8","PT5M17S","2d","hd",TRUE,FALSE,"rectangular"
"24920","SCK8yBLqQJc","PT4M19S","2d","hd",TRUE,TRUE,"rectangular"
"24921","DLnVM22wZ44","PT11S","2d","hd",FALSE,FALSE,"rectangular"
"24922","taNI_AVMpSo","PT25M21S","2d","hd",TRUE,TRUE,"rectangular"
"24923","RRkKZG1z9PY","PT1M21S","2d","hd",FALSE,FALSE,"rectangular"
"24924","V6-SDCGZglI","PT42S","2d","hd",FALSE,TRUE,"rectangular"
"24925","bqsLEkgLLiw","PT30S","2d","hd",FALSE,FALSE,"rectangular"
"24926","jfK_oQXWjxI","PT15M7S","2d","hd",TRUE,TRUE,"rectangular"
"24927","jJL0XoNBaac","PT9M12S","2d","hd",TRUE,TRUE,"rectangular"
"24928","ZKOidBrA_Vw","PT3M44S","2d","hd",FALSE,TRUE,"rectangular"
"24929","ffVirIi0_cg","PT14S","2d","hd",FALSE,TRUE,"rectangular"
"24930","Q0oOtWE3Qfc","PT58S","2d","hd",FALSE,TRUE,"rectangular"
"24931","H2LnXIHCfT0","PT3M32S","2d","hd",FALSE,TRUE,"rectangular"
"24932","K_03kFqWfqs","PT3M50S","2d","hd",FALSE,TRUE,"rectangular"
"24933","7yWJzPpaQA8","PT3M39S","2d","hd",FALSE,TRUE,"rectangular"
"24934","Y0AMMCmk1QA","PT8M40S","2d","hd",FALSE,TRUE,"rectangular"
"24935","VsKQB_7RlD4","PT1M8S","2d","hd",FALSE,TRUE,"rectangular"
"24936","yvcokL7hduQ","PT28S","2d","hd",FALSE,TRUE,"rectangular"
"24937","3vERcLZHg2o","PT34M56S","2d","hd",FALSE,TRUE,"rectangular"
"24938","lVjA8-GHl-c","PT1M49S","2d","hd",FALSE,TRUE,"rectangular"
"24939","-5y16tq6LxU","PT35S","2d","hd",FALSE,TRUE,"rectangular"
"24940","K3aKVTzRBt4","PT21M28S","2d","hd",TRUE,TRUE,"rectangular"
"24941","GlDr6aKBtFg","PT1M11S","2d","hd",TRUE,TRUE,"rectangular"
"24942","QbJJwaVdgIs","PT11M2S","2d","hd",FALSE,TRUE,"rectangular"
"24943","9MhwHkKW5UU","PT6M31S","2d","hd",TRUE,TRUE,"rectangular"
"24944","5Cr-IEYxfxU","PT10M53S","2d","hd",FALSE,TRUE,"rectangular"
"24945","vhcM5GGaLYw","PT14M19S","2d","hd",FALSE,TRUE,"rectangular"
"24946","sCHJuQyjZoI","PT7M6S","2d","hd",FALSE,TRUE,"rectangular"
"24947","h3H9KK28pas","PT25M57S","2d","hd",FALSE,TRUE,"rectangular"
"24948","YCRkOkWB47o","PT48M28S","2d","hd",TRUE,TRUE,"rectangular"
"24949","hzIX6VU_AuE","PT18M48S","2d","hd",FALSE,TRUE,"rectangular"
"24950","hJrwxQITQ2w","PT29S","2d","hd",FALSE,TRUE,"rectangular"
"24951","Bhos_P4a-JQ","PT26M6S","2d","hd",TRUE,TRUE,"rectangular"
"24952","Aruxxtr6OhU","PT54M46S","2d","hd",FALSE,TRUE,"rectangular"
"24953","9MtSyimbDMQ","PT55M32S","2d","hd",FALSE,TRUE,"rectangular"
"24954","pZQiHUKZ9aQ","PT7M27S","2d","hd",FALSE,TRUE,"rectangular"
"24955","23BwajC5CKM","PT4M25S","2d","hd",FALSE,TRUE,"rectangular"
"24956","a0R2-f8VlYc","PT25S","2d","hd",FALSE,FALSE,"rectangular"
"24957","z_Bhlxr-CZA","PT6M55S","2d","hd",TRUE,TRUE,"rectangular"
"24958","A080Yse64iU","PT1M","2d","hd",FALSE,FALSE,"rectangular"
"24959","oL1qUbRFDPQ","PT39S","2d","hd",FALSE,TRUE,"rectangular"
"24960","U75MZgOjOzg","PT1M1S","2d","hd",FALSE,TRUE,"rectangular"
"24961","#NAME?","PT7M36S","2d","hd",FALSE,TRUE,"rectangular"
"24962","z1HU36y9Bb0","PT28S","2d","hd",FALSE,TRUE,"rectangular"
"24963","x0EcSxCWjYQ","PT12M30S","2d","hd",FALSE,TRUE,"rectangular"
"24964","bzgXpxxLz0s","PT12M38S","2d","hd",FALSE,TRUE,"rectangular"
"24965","tFbQnGvUCUk","PT3M23S","2d","hd",FALSE,TRUE,"rectangular"
"24966","cPKNRenASo8","PT5M11S","2d","hd",TRUE,TRUE,"rectangular"
"24967","DncbhIOJrb8","PT38M7S","2d","hd",FALSE,TRUE,"rectangular"
"24968","HdObr_jumvg","PT9M58S","2d","hd",FALSE,TRUE,"rectangular"
"24969","ZKbdHEaAYz4","PT50S","2d","hd",FALSE,FALSE,"rectangular"
"24970","PF3iysOyelg","PT9M53S","2d","hd",FALSE,TRUE,"rectangular"
"24971","QDr0XhZqOyI","PT8M2S","2d","hd",FALSE,TRUE,"rectangular"
"24972","JLNwWY_rHXI","PT20M34S","2d","hd",FALSE,TRUE,"rectangular"
"24973","7Cpq5sPCqKY","PT5M32S","2d","hd",FALSE,TRUE,"rectangular"
"24974","rcDgVUTwHHM","PT10M38S","2d","hd",FALSE,TRUE,"rectangular"
"24975","OEVi0vNrIxU","PT10M57S","2d","hd",TRUE,TRUE,"rectangular"
"24976","RRKdMTRE4aQ","PT15M30S","2d","hd",FALSE,TRUE,"rectangular"
"24977","aYbSn95UUEA","PT8M4S","2d","hd",FALSE,TRUE,"rectangular"
"24978","NY_sLwbShR8","PT12M34S","2d","hd",FALSE,TRUE,"rectangular"
"24979","2UFfZiHx0ro","PT10M13S","2d","hd",FALSE,TRUE,"rectangular"
"24980","ubNtN3gFWDI","PT15M36S","2d","hd",FALSE,TRUE,"rectangular"
"24981","o0JQJKeKIxA","PT13M19S","2d","hd",FALSE,TRUE,"rectangular"
"24982","bYAoKN1BT3c","PT25M29S","2d","hd",FALSE,TRUE,"rectangular"
"24983","uyZGZF8Nv_g","PT2M37S","2d","hd",FALSE,FALSE,"rectangular"
"24984","BnyvDBGojoQ","PT3M27S","2d","hd",FALSE,FALSE,"rectangular"
"24985","6_UlAhJr4eY","PT11M19S","2d","hd",FALSE,TRUE,"rectangular"
"24986","EEzNWxZAqe4","PT56S","2d","hd",FALSE,TRUE,"rectangular"
"24987","ThmXLvxTnu4","PT3M55S","2d","hd",FALSE,TRUE,"rectangular"
"24988","QGO4qWxStBA","PT41M40S","2d","hd",FALSE,TRUE,"rectangular"
"24989","uyRthUHot-4","PT5M7S","2d","hd",FALSE,TRUE,"rectangular"
"24990","pFTPXov2B9w","PT11M36S","2d","hd",FALSE,TRUE,"rectangular"
"24991","WDd52So9GjA","PT6M39S","2d","hd",TRUE,TRUE,"rectangular"
"24992","603nudxFUlk","PT3M17S","2d","hd",FALSE,TRUE,"rectangular"
"24993","5qA6XnuoO1A","PT55S","2d","hd",FALSE,FALSE,"rectangular"
"24994","xIQF6ZT4btM","PT8M21S","2d","hd",FALSE,TRUE,"rectangular"
"24995","7QJ-N-AQJYc","PT8M8S","2d","hd",TRUE,TRUE,"rectangular"
"24996","kVNl1P9StSU","PT38M1S","2d","hd",TRUE,TRUE,"rectangular"
"24997","W5Viz1FosSo","PT11M34S","2d","hd",FALSE,TRUE,"rectangular"
"24998","GWd-kVE5ZQ4","PT9M53S","2d","hd",FALSE,TRUE,"rectangular"
"24999","JXWyCstSbyE","PT38M30S","2d","hd",FALSE,TRUE,"rectangular"
"25000","AQOWwS-HHyA","PT19M17S","2d","hd",FALSE,TRUE,"rectangular"
"25001","RoIakRH8N6Y","PT13M16S","2d","hd",FALSE,TRUE,"rectangular"
"25002","T9SCll9V46s","PT51M56S","2d","hd",FALSE,TRUE,"rectangular"
"25003","iXeJ94AFZDw","PT2M35S","2d","hd",TRUE,FALSE,"rectangular"
"25004","TTqK8Tx0O_8","PT19M20S","2d","hd",FALSE,TRUE,"rectangular"
"25005","oekRasAYFb4","PT1M34S","2d","hd",FALSE,TRUE,"rectangular"
"25006","ZlDq8LyVUwM","PT29S","2d","hd",FALSE,TRUE,"rectangular"
"25007","KmyUPoqxpbQ","PT58S","2d","hd",FALSE,TRUE,"rectangular"
"25008","WgN4kJU0sR8","PT2M6S","2d","hd",FALSE,TRUE,"rectangular"
"25009","foEqHQ9Jpho","PT1M8S","2d","hd",FALSE,TRUE,"rectangular"
"25010","afdZ0kbLwt0","PT3M23S","2d","hd",TRUE,TRUE,"rectangular"
"25011","H3SA4VYTNZ0","PT13M37S","2d","hd",FALSE,TRUE,"rectangular"
"25012","RzCajQ6EVcg","PT2M10S","2d","hd",TRUE,TRUE,"rectangular"
"25013","PSSkWbmOWaE","PT15M53S","2d","hd",TRUE,TRUE,"rectangular"
"25014","d_xYl5hpiRs","PT3M33S","2d","hd",TRUE,TRUE,"rectangular"
"25015","M1B1HPmxWZg","PT8M46S","2d","hd",FALSE,TRUE,"rectangular"
"25016","to8Z8zFQnno","PT20M12S","2d","hd",FALSE,TRUE,"rectangular"
"25017","Eo_k83Hohl0","PT8M3S","2d","hd",FALSE,TRUE,"rectangular"
"25018","#NAME?","PT5M59S","2d","hd",TRUE,TRUE,"rectangular"
"25019","a-YxyxyvA4Q","PT33S","2d","hd",FALSE,TRUE,"rectangular"
"25020","zL30qcuGpz4","PT7M36S","2d","hd",FALSE,TRUE,"rectangular"
"25021","MTe12fH2xtQ","PT2M2S","2d","hd",FALSE,TRUE,"rectangular"
"25022","d4yC8Vfhfko","PT16S","2d","hd",FALSE,TRUE,"rectangular"
"25023","vYv4QAqRwBw","PT29M38S","2d","hd",FALSE,TRUE,"rectangular"
"25024","6QmkNIHCC54","PT12M31S","2d","hd",FALSE,TRUE,"rectangular"
"25025","RQdbiPkaDXc","PT52S","2d","hd",FALSE,TRUE,"rectangular"
"25026","fV23PkjiZA0","PT29S","2d","hd",FALSE,FALSE,"rectangular"
"25027","JU3EQXppizA","PT22M30S","2d","hd",TRUE,TRUE,"rectangular"
"25028","_XQEwjfQnq8","PT28M25S","2d","hd",FALSE,TRUE,"rectangular"
"25029","zCmnFhu0mVQ","PT12S","2d","hd",FALSE,FALSE,"rectangular"
"25030","d6SauFiu26o","PT17M2S","2d","hd",FALSE,TRUE,"rectangular"
"25031","ooNoZm_RG9A","PT13M31S","2d","hd",FALSE,TRUE,"rectangular"
"25032","5NSs9rIJTPY","PT58S","2d","hd",FALSE,TRUE,"rectangular"
"25033","ZxCzcAEAlX0","PT1M44S","2d","hd",FALSE,TRUE,"rectangular"
"25034","G34whBfXLzA","PT19M26S","2d","hd",FALSE,TRUE,"rectangular"
"25035","GetrLml0434","PT12M2S","2d","hd",FALSE,TRUE,"rectangular"
"25036","smU9b2wbgLY","PT15M57S","2d","hd",FALSE,TRUE,"rectangular"
"25037","mH0KeNiSjIg","PT2M30S","2d","hd",FALSE,FALSE,"rectangular"
"25038","8wgJiPPcXpU","PT45S","2d","hd",FALSE,FALSE,"rectangular"
"25039","leycqdzlS1U","PT15M7S","2d","hd",FALSE,TRUE,"rectangular"
"25040","ojPkDEqMC8k","PT16M41S","2d","hd",FALSE,TRUE,"rectangular"
"25041","kSFIGHdtd_g","PT2M50S","2d","hd",FALSE,FALSE,"rectangular"
"25042","Meh9r02Yjqk","PT58S","2d","hd",FALSE,TRUE,"rectangular"
"25043","ep3X9KxWFpo","PT53S","2d","hd",FALSE,TRUE,"rectangular"
"25044","IdBnowN_OGE","PT25S","2d","hd",FALSE,FALSE,"rectangular"
"25045","6sa5rSkOPrI","PT12M16S","2d","hd",FALSE,TRUE,"rectangular"
"25046","w70CLjjtjww","PT27M1S","2d","hd",FALSE,TRUE,"rectangular"
"25047","Y9dr2zw-TXQ","PT2M38S","2d","hd",TRUE,FALSE,"rectangular"
"25048","rxcKn0ZBPpY","PT14M38S","2d","hd",FALSE,TRUE,"rectangular"
"25049","QFces4eRnwA","PT4M41S","2d","hd",FALSE,TRUE,"rectangular"
"25050","P5Ee0czVr5s","PT12M16S","2d","hd",FALSE,TRUE,"rectangular"
"25051","4yqL1_3803g","PT3M21S","2d","hd",FALSE,TRUE,"rectangular"
"25052","RYH0JE-BklM","PT13M39S","2d","hd",FALSE,TRUE,"rectangular"
"25053","XEOvNVYmjDM","PT1M6S","2d","hd",FALSE,TRUE,"rectangular"
"25054","49IW8r4PFMM","PT23M29S","2d","hd",FALSE,TRUE,"rectangular"
"25055","7WhtdBPBDwI","PT15M11S","2d","hd",TRUE,TRUE,"rectangular"
"25056","1W-092lAuVs","PT59S","2d","hd",FALSE,TRUE,"rectangular"
"25057","GkKI1x35lME","PT16M7S","2d","hd",FALSE,TRUE,"rectangular"
"25058","zpBQhRS-OxU","PT10M11S","2d","hd",FALSE,TRUE,"rectangular"
"25059","_cG_7lIs_r0","PT12M41S","2d","hd",FALSE,TRUE,"rectangular"
"25060","YAUSWny1ikI","PT22M26S","2d","hd",TRUE,FALSE,"rectangular"
"25061","1wiclO4a60A","PT2M33S","2d","hd",TRUE,TRUE,"rectangular"
"25062","a8JfRqi2Y7A","PT52S","2d","hd",FALSE,FALSE,"rectangular"
"25063","bgr2OZiS8xQ","PT16S","2d","hd",FALSE,TRUE,"rectangular"
"25064","SNhkTvFTxnM","PT9M10S","2d","hd",FALSE,TRUE,"rectangular"
"25065","2JRXRHDBkJE","PT16M14S","2d","hd",TRUE,TRUE,"rectangular"
"25066","srn5Cd9yR3Y","PT11M31S","2d","hd",FALSE,FALSE,"rectangular"
"25067","vjqwH9PKNiE","PT3M21S","2d","hd",TRUE,TRUE,"rectangular"
"25068","tMFrYoAdE-Q","PT53S","2d","hd",FALSE,FALSE,"rectangular"
"25069","FIgjI13b2D4","PT28S","2d","hd",FALSE,TRUE,"rectangular"
"25070","3oRwFaJITHo","PT58M46S","2d","hd",FALSE,TRUE,"rectangular"
"25071","myIaSTJsAAI","PT1M","2d","hd",FALSE,TRUE,"rectangular"
"25072","#NAME?","PT1M","2d","hd",FALSE,TRUE,"rectangular"
"25073","Kiqesd_Tzxs","PT3M14S","2d","hd",FALSE,TRUE,"rectangular"
"25074","o11dWkdkc-Q","PT25S","2d","hd",FALSE,TRUE,"rectangular"
"25075","hEWJgWIPgE4","PT25M46S","2d","hd",FALSE,TRUE,"rectangular"
"25076","O9Ba75OMwC4","PT14M28S","2d","hd",TRUE,FALSE,"rectangular"
"25077","lArNlnFVrp4","PT58M47S","2d","hd",FALSE,TRUE,"rectangular"
"25078","AL__lS856ug","PT2M40S","2d","hd",FALSE,TRUE,"rectangular"
"25079","5Qrp8y3yW0I","PT1H28S","2d","hd",FALSE,TRUE,"rectangular"
"25080","q7PFxFrT8RQ","PT9M32S","2d","hd",FALSE,TRUE,"rectangular"
"25081","iFDnPyoioRM","PT6M17S","2d","hd",FALSE,TRUE,"rectangular"
"25082","plu-gu7rG5Y","PT2M26S","2d","hd",FALSE,TRUE,"rectangular"
"25083","2vtf1JqngRk","PT17M24S","2d","hd",FALSE,TRUE,"rectangular"
"25084","nPCsUPCkX6U","PT8M42S","2d","hd",FALSE,TRUE,"rectangular"
"25085","53Z6ggGVimA","PT13M2S","2d","hd",FALSE,TRUE,"rectangular"
"25086","paxMMzokB3U","PT26M51S","2d","hd",FALSE,TRUE,"rectangular"
"25087","WFDhXXMVcBo","PT31S","2d","hd",FALSE,TRUE,"rectangular"
"25088","3c584TGG7jQ","PT18M28S","2d","hd",FALSE,TRUE,"rectangular"
"25089","xAUJYP8tnRE","PT12M12S","2d","hd",TRUE,TRUE,"rectangular"
"25090","I8VuWhvk87o","PT2M3S","2d","hd",FALSE,TRUE,"rectangular"
"25091","wxN1T1uxQ2g","PT2M42S","2d","hd",TRUE,TRUE,"rectangular"
"25092","Xl1iR47dzes","PT12M12S","2d","hd",FALSE,TRUE,"rectangular"
"25093","lUOr8Y-EgF4","PT8M1S","2d","hd",FALSE,TRUE,"rectangular"
"25094","Pz9ODRKR1UE","PT38S","2d","hd",FALSE,FALSE,"rectangular"
"25095","3WeqiMsgyMI","PT55S","2d","hd",FALSE,TRUE,"rectangular"
"25096","ggUduBmvQ_4","PT16M45S","2d","hd",FALSE,TRUE,"rectangular"
"25097","8-9ArOm-Oek","PT10M51S","2d","hd",FALSE,TRUE,"rectangular"
"25098","yEmgU9oX7ns","PT8M3S","2d","hd",TRUE,TRUE,"rectangular"
"25099","pW3uFWxmFUU","PT10M30S","2d","hd",FALSE,TRUE,"rectangular"
"25100","RXZ784DSX6o","PT10M","2d","hd",FALSE,TRUE,"rectangular"
"25101","Hd2Ig7I0F4o","PT11M56S","2d","hd",FALSE,TRUE,"rectangular"
"25102","61iqK2IQ4Ts","PT12M28S","2d","hd",FALSE,TRUE,"rectangular"
"25103","f_f3HCH5YFE","PT3M10S","2d","hd",FALSE,TRUE,"rectangular"
"25104","d6tgmGqXysM","PT6M44S","2d","hd",TRUE,TRUE,"rectangular"
"25105","nAvjYapdSxk","PT4M43S","2d","hd",TRUE,TRUE,"rectangular"
"25106","uDlOQdAVc9o","PT10M53S","2d","hd",FALSE,TRUE,"rectangular"
"25107","TeQffdOA2Nw","PT20M51S","2d","hd",FALSE,FALSE,"rectangular"
"25108","m8Xt0yXaDPU","PT2M25S","2d","hd",TRUE,TRUE,"rectangular"
"25109","7fze_W_JXTQ","PT17M45S","2d","hd",FALSE,TRUE,"rectangular"
"25110","DpHNfh-QIH4","PT11M55S","2d","hd",FALSE,TRUE,"rectangular"
"25111","EJjJank-mo0","PT4M56S","2d","hd",FALSE,TRUE,"rectangular"
"25112","QfoeaU29Tr0","PT21M39S","2d","hd",FALSE,TRUE,"rectangular"
"25113","QWlP8_3tI6w","PT26M47S","2d","hd",TRUE,TRUE,"rectangular"
"25114","BattJPBWrOg","PT14M15S","2d","hd",FALSE,TRUE,"rectangular"
"25115","h3_j96ZAMTk","PT23S","2d","hd",FALSE,TRUE,"rectangular"
"25116","dr3rMTxq3bA","PT6M57S","2d","hd",TRUE,TRUE,"rectangular"
"25117","7i6WOceroyU","PT26M32S","2d","hd",FALSE,TRUE,"rectangular"
"25118","Ct9kkPlwKQs","PT1M","2d","hd",FALSE,TRUE,"rectangular"
"25119","73odiPIbouk","PT36S","2d","hd",FALSE,TRUE,"rectangular"
"25120","B6WGBz8OPE0","PT14M13S","2d","hd",FALSE,TRUE,"rectangular"
"25121","XY7609djmfU","PT22M38S","2d","hd",FALSE,TRUE,"rectangular"
"25122","a39UW155IQY","PT15M","2d","hd",FALSE,FALSE,"rectangular"
"25123","UUd0WhEtIE4","PT15M21S","2d","hd",FALSE,TRUE,"rectangular"
"25124","uY0uf7VFQ4M","PT44S","2d","hd",FALSE,TRUE,"rectangular"
"25125","Ym1kX4mCwJ8","PT6M17S","2d","hd",FALSE,TRUE,"rectangular"
"25126","nJmfsl6Or10","PT49S","2d","hd",FALSE,TRUE,"rectangular"
"25127","kBDIH6Qm4Yo","PT8M43S","2d","hd",FALSE,TRUE,"rectangular"
"25128","clauJ6iqRoo","PT14M38S","2d","hd",FALSE,TRUE,"rectangular"
"25129","NGXaKJgLmnM","PT12M21S","2d","hd",TRUE,TRUE,"rectangular"
"25130","vW_DqF2ZDHw","PT8M","2d","hd",FALSE,TRUE,"rectangular"
"25131","4ZmRdHrkFnE","PT19M9S","2d","hd",FALSE,TRUE,"rectangular"
"25132","qo5H_BWujyo","PT44S","2d","hd",FALSE,FALSE,"rectangular"
"25133","V3gYqFqBros","PT42S","2d","hd",FALSE,TRUE,"rectangular"
"25134","O5xlSWOQsDA","PT8M1S","2d","hd",FALSE,TRUE,"rectangular"
"25135","y-K5B1R1Rtw","PT21M15S","2d","hd",FALSE,TRUE,"rectangular"
"25136","GVSaDyT-aF4","PT41S","2d","hd",FALSE,FALSE,"rectangular"
"25137","PbVSZvC7UxY","PT12M43S","2d","hd",TRUE,TRUE,"rectangular"
"25138","v8fqFtcvcHo","PT14M46S","2d","hd",FALSE,TRUE,"rectangular"
"25139","EuueFR3LO_s","PT15M12S","2d","hd",FALSE,TRUE,"rectangular"
"25140","NKiW9SbR__4","PT9M56S","2d","hd",TRUE,TRUE,"rectangular"
"25141","CcCUHZHYLd0","PT19M18S","2d","hd",TRUE,TRUE,"rectangular"
"25142","l0hrdeD3Np8","PT40S","2d","hd",FALSE,FALSE,"rectangular"
"25143","TL8D2ZhwnAg","PT7M57S","2d","hd",TRUE,TRUE,"rectangular"
"25144","CWBv2yd35KA","PT5M59S","2d","hd",FALSE,TRUE,"rectangular"
"25145","1zMIaVB0Ya0","PT35S","2d","hd",FALSE,TRUE,"rectangular"
"25146","8GbcfpGvidc","PT4M38S","2d","hd",FALSE,TRUE,"rectangular"
"25147","04v-SdKeEpE","PT7M13S","2d","hd",TRUE,TRUE,"rectangular"
"25148","hJ8SZJ5bGEY","PT5M41S","2d","hd",TRUE,TRUE,"rectangular"
"25149","T_Arb_F71wk","PT16M11S","2d","hd",FALSE,TRUE,"rectangular"
"25150","FrjCHMHK8Xc","PT22S","2d","hd",FALSE,FALSE,"rectangular"
"25151","NsSBN64IVpI","PT24M7S","2d","hd",TRUE,TRUE,"rectangular"
"25152","l2V3DhkqqYM","PT20M45S","2d","hd",FALSE,TRUE,"rectangular"
"25153","Wehsz38P74g","PT28M38S","2d","hd",TRUE,TRUE,"rectangular"
"25154","AnwoxryEn2g","PT1M55S","2d","hd",FALSE,TRUE,"rectangular"
"25155","LMCt-gSvEqU","PT1M52S","2d","hd",TRUE,FALSE,"rectangular"
"25156","nCXyP7sl1Cg","PT15M35S","2d","hd",FALSE,TRUE,"rectangular"
"25157","GtkNdx_r4xA","PT15M23S","2d","hd",FALSE,TRUE,"rectangular"
"25158","Mt6dWcfgA6k","PT19M28S","2d","hd",FALSE,TRUE,"rectangular"
"25159","eyUvJbWvdbQ","PT8M17S","2d","hd",FALSE,TRUE,"rectangular"
"25160","YEdp7qJgUKw","PT19M57S","2d","hd",FALSE,TRUE,"rectangular"
"25161","2paj-WGSicw","PT29M19S","2d","hd",FALSE,TRUE,"rectangular"
"25162","Mp75dnX2f_E","PT40S","2d","hd",FALSE,TRUE,"rectangular"
"25163","KogYVHnGIQA","PT17M1S","2d","hd",FALSE,TRUE,"rectangular"
"25164","A3AgDmA70UY","PT8M19S","2d","hd",FALSE,TRUE,"rectangular"
"25165","JMxeducaY74","PT13S","2d","hd",FALSE,TRUE,"rectangular"
"25166","jl3FOs4FQl0","PT17M12S","2d","hd",FALSE,TRUE,"rectangular"
"25167","1lAN9yMnfrQ","PT1M21S","2d","hd",FALSE,TRUE,"rectangular"
"25168","YAZNzaPs6gY","PT10M8S","2d","hd",TRUE,TRUE,"rectangular"
"25169","3Z-76hgsVO0","PT3M48S","2d","hd",FALSE,TRUE,"rectangular"
"25170","IFANWojM8LU","PT4M26S","2d","hd",FALSE,TRUE,"rectangular"
"25171","rrIqqPRdoDs","PT35S","2d","hd",FALSE,FALSE,"rectangular"
"25172","nV0SoFuxObs","PT21S","2d","hd",FALSE,FALSE,"rectangular"
"25173","PrKTd99dzdQ","PT6M7S","2d","hd",FALSE,TRUE,"rectangular"
"25174","__Tk1b7w3wk","PT30M51S","2d","hd",FALSE,TRUE,"rectangular"
"25175","93giSTF9mqk","PT14M53S","2d","hd",FALSE,TRUE,"rectangular"
"25176","PPcpd-YBlGw","PT3M41S","2d","hd",FALSE,TRUE,"rectangular"
"25177","y3cXH8eU7B0","PT36S","2d","hd",FALSE,TRUE,"rectangular"
"25178","ee2De-Buekk","PT3M3S","2d","hd",FALSE,TRUE,"rectangular"
"25179","W_kNthS5xwU","PT13M7S","2d","hd",FALSE,TRUE,"rectangular"
"25180","q8lN_Yt3oSY","PT37S","2d","hd",FALSE,TRUE,"rectangular"
"25181","LkaLfbuB_6E","PT5M15S","2d","hd",TRUE,FALSE,"rectangular"
"25182","AcFmJWIXGYk","PT47M5S","2d","hd",FALSE,TRUE,"rectangular"
"25183","OrNfVvztDjc","PT14M21S","2d","hd",FALSE,TRUE,"rectangular"
"25184","C6l23lYHs_g","PT19M21S","2d","hd",TRUE,TRUE,"rectangular"
"25185","PhIwtHE8kRI","PT9M42S","2d","hd",FALSE,TRUE,"rectangular"
"25186","BcUJfHMuHrc","PT32S","2d","hd",FALSE,FALSE,"rectangular"
"25187","wbJHt78x8w0","PT11M27S","2d","hd",FALSE,TRUE,"rectangular"
"25188","NnQR3CB1JLs","PT15M","2d","hd",FALSE,TRUE,"rectangular"
"25189","b-az0rv3GYQ","PT45M45S","2d","hd",FALSE,TRUE,"rectangular"
"25190","fJlYPnJwKUo","PT10M","2d","hd",FALSE,TRUE,"rectangular"
"25191","lTlYlDosExs","PT3M35S","2d","hd",FALSE,TRUE,"rectangular"
"25192","NltkS3lDbCY","PT2M2S","2d","hd",FALSE,TRUE,"rectangular"
"25193","vUVDiF2YFz4","PT1M","2d","hd",FALSE,TRUE,"rectangular"
